고유 번호,자격구분명,계열명,종목명,상세분야,언어,급수
552,국가기술자격,기사,온실가스관리기사,,,
553,국가전문자격,산업안전지도사,산업안전지도사,전기안전,,
554,국가기술자격,기사,화재감식평가기사,,,
555,국가기술자격,기사,방수산업기사,,,
556,국가전문자격,행정사,일반행정사,,,
557,일학습병행자격,L3,무선통신시공,,,
558,일학습병행자격,L4,구내방송통신설계,,,
559,일학습병행자격,L2,통신기기운용,,,
560,일학습병행자격,L3,유선통신운용,,,
561,일학습병행자격,L3,무선통신운용,,,
562,일학습병행자격,L4,방송제작운용,,,
563,과정평가형자격,기능사,자동차정비기능사,,,
564,과정평가형자격,기능사,항공기체정비기능사,,,
565,과정평가형자격,기능사,공조냉동기계기능사,,,
566,과정평가형자격,기능사,자동화설비기능사,,,
567,과정평가형자격,기능사,열처리기능사,,,
568,과정평가형자격,기능사,화학분석기능사,,,
569,과정평가형자격,기능사,전자캐드기능사,,,
570,과정평가형자격,기능사,전자기능사,,,
571,과정평가형자격,기능사,전자계산기기능사,,,
572,과정평가형자격,기능사,자동차보수도장기능사,,,
573,과정평가형자격,기능사,측량기능사,,,
574,과정평가형자격,기능사,콘크리트기능사,,,
575,과정평가형자격,기능사,전산응용건축제도기능사,,,
576,과정평가형자격,기능사,전산응용토목제도기능사,,,
577,일학습병행자격,L2,주조,,,
578,일학습병행자격,L6,화학공정설계,,,
579,일학습병행자격,L5,바이오의약품제조,,,
580,일학습병행자격,L5,석유화학제품제조,고분자복합재료,,
581,일학습병행자격,L5,석유화학제품제조,비료,,
582,일학습병행자격,L5,석유화학제품제조,석유화학,,
583,일학습병행자격,L5,석유화학제품제조,합성고무,,
584,일학습병행자격,L2,창호시공,,,
585,일학습병행자격,L5,측량·지리정보개발,,,
586,일학습병행자격,L3,건축설계,,,
587,일학습병행자격,L5,건축설계,,,
588,일학습병행자격,L5,건축구조설계,,,
589,일학습병행자격,L2,목공·수장시공,,,
590,일학습병행자격,L2,미장·방수·타일시공,,,
591,일학습병행자격,L2,건축도장시공,,,
592,일학습병행자격,L2,철근콘크리트·가설시공,,,
593,일학습병행자격,L2,창호시공,,,
594,일학습병행자격,L2,단열시공,,,
595,일학습병행자격,L2,구조물해체,,,
596,일학습병행자격,L2,강구조시공,,,
597,일학습병행자격,L2,건축설비시공,,,
598,일학습병행자격,L3,건축설비,,,
599,일학습병행자격,L5,건축설비,,,
600,일학습병행자격,L3,산업환경기계설비,,,
601,일학습병행자격,L5,산업환경기계설비,,,
602,일학습병행자격,L3,산업환경전기·계측제어설비,,,
603,일학습병행자격,L5,산업환경전기·계측제어설비,,,
604,일학습병행자격,L2,조경,,,
605,일학습병행자격,L5,조경,,,
606,일학습병행자격,L5,도시계획,,,
607,일학습병행자격,L2,건설기계정비,,,
608,일학습병행자격,L2,지게차조종,,,
609,일학습병행자격,L3,지게차정비,,,
610,일학습병행자격,L2,건설용크레인조종,,,
611,일학습병행자격,L2,산업용크레인조종,,,
612,일학습병행자격,L3,굴삭기정비,,,
613,일학습병행자격,L3,해양플랜트설치·운용관리,,,
614,일학습병행자격,L5,해양플랜트설치·운용관리,,,
615,일학습병행자격,L5,해양자원탐사개발관리,,,
616,일학습병행자격,L2,전산응용기계설계,,,
617,일학습병행자격,L3,기계요소설계,,,
618,일학습병행자격,L4,구조해석설계,,,
619,일학습병행자격,L5,기계제어설계,,,
620,일학습병행자격,L2,선반가공,,,
621,국가기술자격,기능사,이산화탄소가스아크용접기능사,,,
622,일학습병행자격,L5,유선통신설계,,,
623,일학습병행자격,L4,IT시스템운영,,,
624,일학습병행자격,L2,유선통신운용,,,
625,일학습병행자격,L3,건강기능식품가공,원료액상제조가공,,
626,일학습병행자격,L3,수산식품가공,냉동냉장,,
627,일학습병행자격,L3,수산식품가공,살균제품,,
628,일학습병행자격,L3,유제품가공,발효가공,,
629,일학습병행자격,L3,축산식품가공,기타가공,,
630,일학습병행자격,L2,떡제조,,,
631,일학습병행자격,L5,주얼리디자이너·머천다이저,보석디자인,,
632,일학습병행자격,L3,도자공예,,,
633,일학습병행자격,L3,주얼리디자이너·머천다이저,주얼리마케팅,,
634,일학습병행자격,L5,건설안전관리,,,
635,일학습병행자격,L5,바이오에너지생산기술,,,
636,일학습병행자격,L5,자원순환관리,,,
637,일학습병행자격,L3,광산보안·화약류관리,,,
638,일학습병행자격,L3,생태복원관리,,,
639,일학습병행자격,L3,풍력에너지생산기술,,,
640,일학습병행자격,L5,수산자원관리,,,
641,일학습병행자격,L4,어촌체험관리,,,
642,일학습병행자격,L3,돼지사육,,,
643,일학습병행자격,L3,씨앗생산,,,
644,일학습병행자격,L5,정밀화학제품제조,의약품,,
645,일학습병행자격,L3,정밀화학제품제조,도료,,
646,일학습병행자격,L5,광산·조사탐사,,,
647,일학습병행자격,L5,광산보안·화약류관리,,,
648,일학습병행자격,L5,광산환경관리,,,
649,일학습병행자격,L5,비파괴검사관리,,,
650,일학습병행자격,L5,산업보건관리,,,
651,일학습병행자격,L5,생태복원관리,,,
652,일학습병행자격,L5,수질관리,,,
653,일학습병행자격,L5,연료전지에너지생산기술,,,
654,일학습병행자격,L5,태양광에너지생산기술,,,
655,일학습병행자격,L5,태양열에너지생산기술,,,
656,일학습병행자격,L3,이용,,,
657,일학습병행자격,L5,이용,,,
658,일학습병행자격,L2,메이크업디자인,,,
659,일학습병행자격,L3,메이크업디자인,,,
660,일학습병행자격,L3,웨딩이벤트매니저,,,
661,일학습병행자격,L3,웨딩플래너,,,
662,일학습병행자격,L3,장례지도,,,
663,일학습병행자격,L3,장례시설관리,,,
664,일학습병행자격,L4,카지노기획개발,,,
665,일학습병행자격,L4,크루즈운영관리,,,
666,일학습병행자격,L3,컨벤션기획,,,
667,일학습병행자격,L5,컨벤션기획,,,
668,일학습병행자격,L3,여행안내,,,
669,일학습병행자격,L5,여행상품기획,,,
670,일학습병행자격,L3,항공객실서비스,,,
671,일학습병행자격,L3,호텔객실서비스,,,
672,일학습병행자격,L3,호텔식음료서비스,,,
673,일학습병행자격,L5,호텔관리,,,
674,일학습병행자격,L3,퍼스널트레이닝,,,
675,일학습병행자격,L4,피트니스건강관리,,,
676,일학습병행자격,L3,건강운동체형관리,,,
677,일학습병행자격,L4,스포츠클럽관리,,,
678,일학습병행자격,L3,여가레크리에이션지도,,,
679,일학습병행자격,L3,스포츠관광플래닝,,,
680,일학습병행자격,L2,한식조리,,,
681,일학습병행자격,L4,한식조리,,,
682,일학습병행자격,L2,양식조리,,,
683,일학습병행자격,L4,양식조리,,,
684,일학습병행자격,L2,중식조리,,,
685,일학습병행자격,L4,중식조리,,,
686,일학습병행자격,L2,일식조리,,,
687,일학습병행자격,L4,일식조리,,,
688,일학습병행자격,L2,복어조리,,,
689,일학습병행자격,L4,복어조리,,,
690,일학습병행자격,L3,식음료서비스,,,
691,과정평가형자격,기능사,귀금속가공기능사,,,
692,일학습병행자격,L3,CNC밀링가공,,,
693,일학습병행자격,L2,밀링가공,,,
694,일학습병행자격,L3,연삭가공,,,
695,일학습병행자격,L3,CNC선반가공,,,
696,일학습병행자격,L3,CNC밀링가공,,,
697,일학습병행자격,L3,와이어방전가공,,,
698,일학습병행자격,L4,형조방전가공,,,
699,일학습병행자격,L3,레이저가공,,,
700,일학습병행자격,L3,항공기기체정비,,,
701,일학습병행자격,L5,항공기정비,,,
702,일학습병행자격,L3,사출금형설계,,,
703,일학습병행자격,L5,사출금형설계,,,
704,일학습병행자격,L3,사출금형제작,,,
705,일학습병행자격,L3,프레스금형설계,,,
706,일학습병행자격,L5,프레스금형설계,,,
707,일학습병행자격,L3,프레스금형제작,,,
708,일학습병행자격,L3,금속재료평가,,,
709,일학습병행자격,L4,금속재료평가,,,
710,일학습병행자격,L5,금속재료설계,,,
711,일학습병행자격,L2,제선,,,
712,일학습병행자격,L4,제선,,,
713,일학습병행자격,L2,제강,,,
714,일학습병행자격,L4,제강,,,
715,일학습병행자격,L2,열간압연,,,
716,일학습병행자격,L2,냉간압연,,,
717,일학습병행자격,L4,냉간압연,,,
718,일학습병행자격,L2,비철금속건식제련,,,
719,일학습병행자격,L4,비철금속건식제련,,,
720,일학습병행자격,L2,비철금속습식제련,,,
721,일학습병행자격,L4,비철금속습식제련,,,
722,일학습병행자격,L2,주조,,,
723,일학습병행자격,L4,주조,,,
724,일학습병행자격,L3,단조압출인발,단조,,
725,일학습병행자격,L3,단조압출인발,압출인발,,
726,일학습병행자격,L2,열처리,,,
727,일학습병행자격,L4,열처리,,,
728,일학습병행자격,L2,선재가공,,,
729,일학습병행자격,L4,선재가공,,,
730,일학습병행자격,L3,판금제관,,,
731,일학습병행자격,L4,판금제관,,,
732,일학습병행자격,L5,직업상담,,,
733,일학습병행자격,L5,청소년상담복지,,,
734,일학습병행자격,L4,취업컨설턴트,,,
735,일학습병행자격,L3,사회복지서비스,,,
736,일학습병행자격,L5,게임그래픽,,,
737,일학습병행자격,L5,게임프로그래밍,,,
738,일학습병행자격,L5,공연기계장치,,,
739,일학습병행자격,L5,공연무대감독,,,
740,일학습병행자격,L5,공연무대제작,,,
741,일학습병행자격,L5,공연연출,,,
742,일학습병행자격,L5,공연조명,,,
743,일학습병행자격,L5,공연하우스매니저,,,
744,일학습병행자격,L5,문헌정보,,,
745,일학습병행자격,L5,방송제작,,,
746,일학습병행자격,L5,보존연구,,,
747,일학습병행자격,L5,보존처리,,,
748,일학습병행자격,L5,사진-리터칭,,,
749,일학습병행자격,L5,사진촬영,,,
750,일학습병행자격,L5,시각디자인,,,
